timestamp,rssi,ack_status,label
1744570092,-30.25,0,Jammed
1744557718,-28.72,0,Jammed
1744556765,-34.28,0,Jammed
1744552431,-57.24,1,Normal
1744550494,-83.11,1,Jammed
1744554638,-62.28,1,Normal
1744545060,-56.86,1,Normal
1744542272,-57.72,1,Normal
1744553960,-59.01,1,Normal
1744550182,-32.51,0,Jammed
1744542893,-61.93,1,Normal
1744544202,-62.61,1,Normal
1744558757,-90.56,0,Jammed
1744552932,-62.99,1,Normal
1744548222,-80.69,1,Jammed
1744543327,-63.24,1,Normal
1744550137,-29.96,0,Jammed
1744563902,-55.54,1,Normal
1744562878,-65.8,1,Normal
1744562802,-46.67,1,Normal
1744557101,-32.6,1,Jammed
1744555222,-62.38,1,Normal
1744563128,-64.48,1,Normal
1744554245,-63.9,1,Normal
1744567923,-78.21,0,Jammed
1744549784,-30.7,0,Jammed
1744558799,-31.14,1,Jammed
1744544182,-59.01,1,Normal
1744551449,-120.98,0,Jammed
1744561680,-116.87,0,Jammed
1744561404,-89.75,0,Jammed
1744559649,-30.45,0,Jammed
1744567604,-27.35,0,Jammed
1744562478,-61.33,1,Normal
1744565170,-58.47,1,Normal
1744565279,-61.81,1,Normal
1744563461,-63.49,1,Normal
1744562655,-63.19,1,Normal
1744569439,-79.27,0,Jammed
1744557239,-26.15,0,Jammed
1744554495,-57.77,1,Normal
1744565560,-62.46,1,Normal
1744559816,-96.37,0,Jammed
1744564540,-60.43,1,Normal
1744556382,-61.31,1,Normal
1744548833,-27.14,0,Jammed
1744554348,-70.41,1,Normal
1744567870,-29.97,1,Jammed
1744559083,-30.82,0,Jammed
1744551688,-85.27,0,Jammed
1744542373,-63.1,1,Normal
1744546479,-63.07,1,Normal
1744553311,-56.26,1,Normal
1744570968,-29.2,0,Jammed
1744553002,-61.56,1,Normal
1744554174,-60.68,1,Normal
1744560414,-27.74,0,Jammed
1744548313,-32.1,0,Jammed
1744557199,-97.3,0,Jammed
1744543422,-59.72,1,Normal
1744543983,-65.82,1,Normal
1744553908,-60.98,1,Normal
1744559358,-87.52,0,Jammed
1744563278,-57.88,1,Normal
1744566695,-55.42,1,Normal
1744567385,-27.75,0,Jammed
1744544693,-58.8,0,Normal
1744570821,-104.94,0,Jammed
1744557790,-84.72,0,Jammed
1744568037,-103.27,0,Jammed
1744568132,-28.71,1,Jammed
1744569336,-30.61,0,Jammed
1744546165,-61.63,0,Normal
1744557410,-30.04,0,Jammed
1744547319,-94.71,0,Jammed
1744569287,-31.35,0,Jammed
1744561893,-55.56,1,Normal
1744541895,-57.92,1,Normal
1744563783,-57.57,0,Normal
1744558442,-96.37,0,Jammed
1744569917,-73.17,0,Jammed
1744568902,-33.39,1,Jammed
1744568590,-27.31,1,Jammed
1744564781,-61.74,1,Normal
1744561261,-33.21,0,Jammed
1744568391,-29.15,0,Jammed
1744569740,-96.11,0,Jammed
1744554472,-62.14,1,Normal
1744555403,-60.14,1,Normal
1744544288,-67.35,1,Normal
1744549048,-72.11,0,Jammed
1744570814,-28.47,1,Jammed
1744562158,-49.78,1,Normal
1744564157,-61.82,1,Normal
1744563802,-57.31,0,Normal
1744542384,-65.88,1,Normal
1744556815,-77.96,0,Jammed
1744555790,-58.41,1,Normal
1744555654,-58.24,0,Normal
1744555235,-52.93,1,Normal
1744569767,-88.82,0,Jammed
1744567288,-80.4,1,Jammed
1744542659,-66.9,1,Normal
1744559204,-88.99,0,Jammed
1744547655,-104.13,0,Jammed
1744566399,-59.6,1,Normal
1744543224,-55.94,1,Normal
1744558249,-91.33,0,Jammed
1744548003,-92.9,0,Jammed
1744547853,-84.87,1,Jammed
1744568230,-87.1,0,Jammed
1744542871,-59.24,1,Normal
1744560915,-32.11,0,Jammed
1744561528,-78.37,1,Jammed
1744554724,-72.29,1,Normal
1744568416,-88.92,0,Jammed
1744548026,-28.65,0,Jammed
1744550667,-28.61,0,Jammed
1744563377,-66.88,1,Normal
1744545389,-58.63,1,Normal
1744547598,-32.0,0,Jammed
1744545316,-55.9,1,Normal
1744567290,-24.98,1,Jammed
1744567246,-85.16,0,Jammed
1744547100,-32.83,1,Jammed
1744558492,-29.47,0,Jammed
1744550853,-33.75,0,Jammed
1744558127,-102.36,0,Jammed
1744551017,-79.1,0,Jammed
1744557768,-31.58,1,Jammed
1744552809,-59.02,1,Normal
1744551954,-58.23,1,Normal
1744559568,-29.84,0,Jammed
1744570072,-33.65,0,Jammed
1744558531,-28.57,1,Jammed
1744543046,-57.31,1,Normal
1744560068,-79.57,1,Jammed
1744570792,-99.82,1,Jammed
1744547107,-106.43,0,Jammed
1744542140,-55.05,1,Normal
1744545272,-61.06,1,Normal
1744559600,-79.84,0,Jammed
1744567520,-29.32,1,Jammed
1744566969,-30.79,0,Jammed
1744545443,-65.76,1,Normal
1744546388,-58.15,1,Normal
1744559099,-91.6,0,Jammed
1744566690,-66.65,1,Normal
1744567284,-98.12,1,Jammed
1744568385,-83.16,1,Jammed
1744553943,-68.16,1,Normal
1744554934,-62.99,1,Normal
1744561112,-28.92,0,Jammed
1744571052,-28.02,0,Jammed
1744561306,-29.36,0,Jammed
1744555915,-54.16,1,Normal
1744559850,-26.15,0,Jammed
1744561625,-29.35,0,Jammed
1744559116,-31.77,1,Jammed
1744554336,-54.6,1,Normal
1744550312,-85.89,1,Jammed
1744571610,-103.06,0,Jammed
1744544759,-54.5,1,Normal
1744546124,-58.63,1,Normal
1744555477,-60.2,1,Normal
1744564787,-65.64,1,Normal
1744565093,-63.84,1,Normal
1744554818,-69.95,1,Normal
1744544622,-58.69,1,Normal
1744562491,-60.08,1,Normal
1744550252,-32.56,0,Jammed
1744557843,-88.58,0,Jammed
1744566130,-60.66,0,Normal
1744564094,-64.0,1,Normal
1744548906,-92.91,0,Jammed
1744571555,-29.16,1,Jammed
1744566591,-60.29,1,Normal
1744556261,-66.06,1,Normal
1744557043,-26.3,0,Jammed
1744566542,-63.2,0,Normal
1744544765,-60.69,1,Normal
1744563640,-59.26,1,Normal
1744555732,-57.57,1,Normal
1744564124,-59.54,1,Normal
1744557997,-30.79,0,Jammed
1744570542,-101.43,0,Jammed
1744549689,-33.6,0,Jammed
1744541943,-61.48,1,Normal
1744550983,-29.47,0,Jammed
1744547442,-27.5,0,Jammed
1744549986,-92.02,1,Jammed
1744557977,-27.41,0,Jammed
1744560390,-90.28,0,Jammed
1744546156,-61.06,1,Normal
1744567413,-29.34,0,Jammed
1744557691,-31.18,1,Jammed
1744560483,-32.13,1,Jammed
1744570536,-28.71,1,Jammed
1744545353,-59.53,1,Normal
1744558170,-28.58,0,Jammed
1744566628,-71.86,1,Normal
1744565762,-59.77,1,Normal
1744553983,-52.46,1,Normal
1744544498,-52.88,0,Normal
1744542569,-55.77,1,Normal
1744548980,-85.36,0,Jammed
1744563305,-58.34,1,Normal
1744555785,-65.17,1,Normal
1744563978,-67.11,1,Normal
1744546200,-60.49,1,Normal
1744567900,-32.46,1,Jammed
1744546235,-62.46,1,Normal
1744568472,-82.25,1,Jammed
1744557694,-26.71,0,Jammed
1744551159,-79.02,0,Jammed
1744560468,-33.4,0,Jammed
1744563648,-59.5,1,Normal
1744559201,-29.73,0,Jammed
1744566408,-61.54,1,Normal
1744563743,-50.38,1,Normal
1744545120,-53.89,1,Normal
1744563853,-61.75,1,Normal
1744558838,-80.56,0,Jammed
1744565487,-64.53,1,Normal
1744561099,-88.85,0,Jammed
1744544882,-61.55,1,Normal
1744545009,-58.01,1,Normal
1744555135,-64.67,0,Normal
1744563043,-62.85,1,Normal
1744547690,-31.84,0,Jammed
1744567733,-92.12,1,Jammed
1744560021,-29.95,0,Jammed
1744564574,-57.12,1,Normal
1744568823,-29.98,0,Jammed
1744550581,-32.01,1,Jammed
1744568264,-31.08,0,Jammed
1744545129,-61.03,1,Normal
1744548807,-91.96,0,Jammed
1744568387,-33.2,0,Jammed
1744568145,-31.35,0,Jammed
1744563143,-67.9,1,Normal
1744563857,-59.08,1,Normal
1744553127,-61.28,1,Normal
1744547970,-90.21,1,Jammed
1744569326,-87.57,0,Jammed
1744565568,-60.86,1,Normal
1744554742,-61.81,1,Normal
1744565730,-56.65,0,Normal
1744549802,-73.15,0,Jammed
1744565164,-62.1,1,Normal
1744565974,-66.07,1,Normal
1744551297,-97.19,1,Jammed
1744560192,-32.48,1,Jammed
1744557273,-101.25,0,Jammed
1744549255,-29.8,0,Jammed
1744545986,-61.87,1,Normal
1744571362,-30.5,0,Jammed
1744555442,-60.81,1,Normal
1744566743,-92.66,0,Jammed
1744561723,-62.64,1,Normal
1744556799,-28.87,0,Jammed
1744542800,-69.29,1,Normal
1744559479,-79.08,0,Jammed
1744554506,-58.52,1,Normal
1744559858,-104.17,0,Jammed
1744566142,-61.4,1,Normal
1744570297,-89.82,0,Jammed
1744542868,-62.47,1,Normal
1744564862,-64.0,1,Normal
1744542919,-63.25,1,Normal
1744568920,-77.2,0,Jammed
1744561932,-62.94,1,Normal
1744548645,-26.41,0,Jammed
1744541744,-55.94,1,Normal
1744569940,-76.75,0,Jammed
1744547909,-81.21,0,Jammed
1744567173,-28.15,0,Jammed
1744543605,-61.57,0,Normal
1744554008,-65.95,1,Normal
1744569964,-97.61,0,Jammed
1744555181,-72.06,1,Normal
1744549107,-94.36,0,Jammed
1744566288,-48.74,1,Normal
1744564761,-57.51,1,Normal
1744555557,-58.55,1,Normal
1744568749,-26.95,0,Jammed
1744549795,-29.61,0,Jammed
1744545518,-48.7,1,Normal
1744543371,-65.24,1,Normal
1744554267,-55.53,1,Normal
1744565899,-56.9,1,Normal
1744561593,-28.92,0,Jammed
1744543338,-59.22,1,Normal
1744550273,-77.79,0,Jammed
1744553737,-63.03,1,Normal
1744559561,-86.59,0,Jammed
1744560734,-29.48,0,Jammed
1744569376,-27.94,0,Jammed
1744565394,-59.86,0,Normal
1744566785,-87.61,1,Jammed
1744551326,-91.52,0,Jammed
1744545953,-56.42,1,Normal
1744567782,-30.21,0,Jammed
1744567403,-34.62,0,Jammed
1744557271,-89.8,0,Jammed
1744556967,-27.35,0,Jammed
1744562083,-51.08,1,Normal
1744557603,-84.7,0,Jammed
1744561485,-33.66,1,Jammed
1744550712,-32.5,0,Jammed
1744556315,-64.96,1,Normal
1744567992,-71.34,0,Jammed
1744559832,-85.22,0,Jammed
1744553452,-64.04,1,Normal
1744560981,-74.0,0,Jammed
1744571086,-77.6,1,Jammed
1744541826,-73.53,1,Normal
1744545164,-67.67,1,Normal
1744553347,-62.35,1,Normal
1744543730,-54.48,1,Normal
1744558156,-83.67,0,Jammed
1744542393,-63.07,1,Normal
1744568119,-94.48,0,Jammed
1744554158,-67.43,1,Normal
1744554507,-67.1,1,Normal
1744566463,-54.79,1,Normal
1744562227,-49.77,1,Normal
1744549412,-99.47,0,Jammed
1744559015,-101.8,0,Jammed
1744545139,-60.44,1,Normal
1744561794,-63.21,1,Normal
1744569904,-78.41,0,Jammed
1744552200,-64.87,1,Normal
1744570402,-26.58,0,Jammed
1744567972,-30.85,0,Jammed
1744554064,-55.6,1,Normal
1744567151,-89.8,1,Jammed
1744569079,-28.09,0,Jammed
1744556246,-71.97,1,Normal
1744549583,-32.5,0,Jammed
1744557677,-82.32,0,Jammed
1744543119,-58.84,1,Normal
1744568744,-30.46,0,Jammed
1744566473,-63.9,1,Normal
1744548939,-93.23,0,Jammed
1744560909,-86.15,0,Jammed
1744562716,-68.45,1,Normal
1744555503,-63.64,1,Normal
1744542475,-66.54,1,Normal
1744562898,-59.48,1,Normal
1744552653,-73.49,1,Normal
1744557507,-29.04,0,Jammed
1744549386,-29.56,0,Jammed
1744548177,-26.66,1,Jammed
1744566962,-98.11,0,Jammed
1744548109,-27.29,0,Jammed
1744548395,-91.65,0,Jammed
1744543322,-61.13,1,Normal
1744542447,-64.61,1,Normal
1744560491,-28.64,0,Jammed
1744564381,-60.54,1,Normal
1744568656,-28.93,0,Jammed
1744547882,-86.89,0,Jammed
1744567425,-31.09,0,Jammed
1744566605,-72.02,1,Normal
1744546678,-64.19,0,Normal
1744554208,-59.12,1,Normal
1744559399,-28.44,0,Jammed
1744552568,-52.94,1,Normal
1744544975,-55.67,1,Normal
1744542041,-62.24,1,Normal
1744548344,-29.78,0,Jammed
1744554479,-58.33,1,Normal
1744543366,-54.96,1,Normal
1744571036,-100.22,0,Jammed
1744542671,-58.5,1,Normal
1744570328,-28.86,0,Jammed
1744566725,-36.05,0,Jammed
1744555843,-58.72,1,Normal
1744544849,-64.43,1,Normal
1744559198,-31.17,0,Jammed
1744567352,-31.49,0,Jammed
1744541984,-64.46,1,Normal
1744547322,-82.78,0,Jammed
1744570996,-81.23,0,Jammed
1744546286,-60.67,1,Normal
1744543471,-59.0,1,Normal
1744561105,-97.52,0,Jammed
1744562594,-62.15,1,Normal
1744571637,-112.73,0,Jammed
1744560121,-32.79,0,Jammed
1744555635,-58.0,1,Normal
1744549634,-91.61,0,Jammed
1744556738,-86.32,0,Jammed
1744559104,-84.76,0,Jammed
1744545284,-62.61,1,Normal
1744545201,-64.17,1,Normal
1744567522,-77.92,0,Jammed
1744547189,-84.37,0,Jammed
1744548083,-88.28,0,Jammed
1744551520,-106.58,1,Jammed
1744563786,-55.43,1,Normal
1744558900,-29.45,0,Jammed
1744557545,-30.91,0,Jammed
1744544833,-67.1,1,Normal
1744554544,-73.83,1,Normal
1744568709,-29.43,0,Jammed
1744567607,-86.95,0,Jammed
1744569962,-86.69,0,Jammed
1744551367,-94.26,0,Jammed
1744567135,-30.23,0,Jammed
1744559920,-85.03,0,Jammed
1744548679,-95.55,0,Jammed
1744570021,-85.0,0,Jammed
1744557736,-85.06,1,Jammed
1744559521,-30.31,1,Jammed
1744565913,-52.82,1,Normal
1744544958,-54.56,1,Normal
1744562471,-54.39,0,Normal
1744561613,-26.83,0,Jammed
1744571532,-92.88,0,Jammed
1744564802,-65.65,1,Normal
1744565306,-64.02,1,Normal
1744544100,-60.84,1,Normal
1744542352,-51.79,1,Normal
1744560129,-31.9,0,Jammed
1744552516,-66.85,1,Normal
1744561050,-98.72,1,Jammed
1744555976,-69.53,1,Normal
1744552145,-67.63,1,Normal
1744565272,-53.59,1,Normal
1744544406,-62.46,1,Normal
1744569212,-29.68,0,Jammed
1744549026,-93.71,0,Jammed
1744567005,-78.25,0,Jammed
1744551569,-101.12,0,Jammed
1744546333,-59.76,1,Normal
1744543841,-62.1,1,Normal
1744543219,-66.51,1,Normal
1744563703,-60.85,1,Normal
1744544447,-70.0,1,Normal
1744551407,-82.53,0,Jammed
1744561029,-79.12,0,Jammed
1744562129,-59.82,1,Normal
1744553133,-58.47,1,Normal
1744570648,-26.72,0,Jammed
1744560182,-28.91,1,Jammed
1744547048,-85.84,0,Jammed
1744568619,-29.4,1,Jammed
1744547011,-31.81,0,Jammed
1744564521,-57.56,1,Normal
1744567655,-29.17,0,Jammed
1744569782,-92.59,0,Jammed
1744558528,-70.16,0,Jammed
1744557265,-82.16,1,Jammed
1744571234,-90.29,0,Jammed
1744567475,-87.35,0,Jammed
1744556093,-58.51,1,Normal
1744556941,-87.74,0,Jammed
1744568783,-101.45,0,Jammed
1744557256,-34.97,0,Jammed
1744544579,-66.74,1,Normal
1744558412,-91.43,0,Jammed
1744567953,-105.14,1,Jammed
1744561368,-29.16,0,Jammed
1744564930,-52.67,1,Normal
1744569189,-78.95,1,Jammed
1744569894,-103.81,0,Jammed
1744562945,-58.08,1,Normal
1744554492,-56.45,1,Normal
1744563847,-58.38,1,Normal
1744545959,-63.12,1,Normal
1744547161,-30.72,0,Jammed
1744565644,-61.92,1,Normal
1744552433,-61.63,1,Normal
1744553959,-59.17,1,Normal
1744563610,-66.01,1,Normal
1744555752,-64.48,1,Normal
1744554249,-62.85,1,Normal
1744557313,-75.13,0,Jammed
1744549686,-88.77,0,Jammed
1744553441,-56.94,1,Normal
1744561930,-63.91,1,Normal
1744563664,-63.03,1,Normal
1744560942,-28.72,0,Jammed
1744562116,-60.86,1,Normal
1744560903,-31.89,0,Jammed
1744551962,-60.55,1,Normal
1744547348,-92.42,1,Jammed
1744564845,-61.56,0,Normal
1744568226,-30.06,0,Jammed
1744552647,-62.57,1,Normal
1744556073,-63.71,1,Normal
1744559511,-28.46,1,Jammed
1744545991,-62.68,1,Normal
1744567648,-31.65,0,Jammed
1744546299,-68.52,1,Normal
1744570698,-89.39,0,Jammed
1744543835,-59.02,1,Normal
1744558843,-31.13,0,Jammed
1744568848,-84.16,1,Jammed
1744546365,-52.76,1,Normal
1744568852,-29.51,0,Jammed
1744559360,-31.62,0,Jammed
1744560186,-86.69,0,Jammed
1744570801,-86.71,1,Jammed
1744566250,-55.08,1,Normal
1744564015,-62.61,1,Normal
1744563074,-57.01,1,Normal
1744562621,-55.26,1,Normal
1744569907,-31.88,0,Jammed
1744564918,-51.1,0,Normal
1744543065,-58.53,1,Normal
1744560841,-81.56,0,Jammed
1744549041,-30.03,1,Jammed
1744550962,-28.51,0,Jammed
1744569510,-30.11,1,Jammed
1744566440,-63.01,1,Normal
1744567272,-29.28,0,Jammed
1744569436,-29.53,0,Jammed
1744544304,-57.02,1,Normal
1744556522,-63.37,0,Normal
1744542952,-53.88,1,Normal
1744551725,-57.64,1,Normal
1744549743,-90.66,1,Jammed
1744543005,-57.94,1,Normal
1744569333,-25.57,0,Jammed
1744542911,-68.11,1,Normal
1744566060,-56.58,1,Normal
1744548068,-28.21,0,Jammed
1744549392,-32.4,1,Jammed
1744546064,-64.04,1,Normal
1744564800,-64.73,1,Normal
1744545998,-55.71,1,Normal
1744567819,-102.83,1,Jammed
1744556798,-30.47,0,Jammed
1744553523,-57.53,1,Normal
1744543387,-58.34,1,Normal
1744560300,-30.86,0,Jammed
1744542573,-59.29,1,Normal
1744567736,-70.1,0,Jammed
1744566527,-55.77,1,Normal
1744555599,-60.0,1,Normal
1744557876,-100.45,0,Jammed
1744547287,-31.0,0,Jammed
1744548091,-83.92,0,Jammed
1744555031,-59.77,1,Normal
1744567579,-101.08,1,Jammed
1744569362,-30.98,0,Jammed
1744566112,-62.67,1,Normal
1744563468,-68.72,1,Normal
1744571384,-107.59,0,Jammed
1744557924,-31.3,0,Jammed
1744547961,-28.73,0,Jammed
1744554565,-65.08,1,Normal
1744569200,-31.47,0,Jammed
1744547264,-71.94,0,Jammed
1744566320,-58.91,1,Normal
1744567277,-99.92,0,Jammed
1744570355,-30.08,1,Jammed
1744547691,-28.15,0,Jammed
1744568142,-29.57,1,Jammed
1744566575,-56.48,1,Normal
1744559814,-29.98,1,Jammed
1744559297,-28.27,0,Jammed
1744569322,-76.9,1,Jammed
1744545143,-66.71,1,Normal
1744547244,-31.17,0,Jammed
1744562530,-69.14,1,Normal
1744547650,-30.4,0,Jammed
1744545474,-68.62,1,Normal
1744555436,-64.64,1,Normal
1744552246,-58.81,1,Normal
1744558823,-82.78,0,Jammed
1744561990,-49.9,1,Normal
1744551030,-29.53,0,Jammed
1744547184,-102.44,1,Jammed
1744548548,-103.37,0,Jammed
1744547799,-86.86,0,Jammed
1744565528,-54.41,1,Normal
1744555211,-57.13,1,Normal
1744554663,-56.59,1,Normal
1744568352,-91.71,1,Jammed
1744565629,-68.58,1,Normal
1744542593,-65.21,0,Normal
1744560623,-33.39,0,Jammed
1744563100,-55.97,1,Normal
1744558909,-107.58,1,Jammed
1744566775,-74.02,0,Jammed
1744558559,-91.83,0,Jammed
1744554515,-65.79,1,Normal
1744564675,-62.22,1,Normal
1744559637,-102.0,0,Jammed
1744546463,-50.06,1,Normal
1744548934,-82.28,0,Jammed
1744550355,-83.0,0,Jammed
1744543588,-65.69,1,Normal
1744543987,-54.85,1,Normal
1744555728,-63.19,1,Normal
1744570257,-85.59,0,Jammed
1744560873,-32.74,0,Jammed
1744554555,-70.78,1,Normal
1744557490,-30.41,0,Jammed
1744567185,-77.46,0,Jammed
1744546268,-68.6,1,Normal
1744551648,-92.55,0,Jammed
1744548896,-30.64,1,Jammed
1744561986,-61.0,1,Normal
1744551278,-89.25,0,Jammed
1744555925,-58.48,1,Normal
1744553904,-63.46,1,Normal
1744568625,-111.48,0,Jammed
1744568044,-27.44,0,Jammed
1744550751,-70.11,0,Jammed
1744563334,-66.44,1,Normal
1744563440,-62.43,1,Normal
1744542712,-62.84,1,Normal
1744565344,-58.67,1,Normal
1744541759,-64.4,1,Normal
1744559632,-84.7,0,Jammed
1744543370,-55.63,1,Normal
1744571301,-29.02,0,Jammed
1744560812,-31.14,0,Jammed
1744545342,-53.24,1,Normal
1744570145,-78.88,0,Jammed
1744550127,-97.04,0,Jammed
1744543852,-55.64,1,Normal
1744542423,-61.61,1,Normal
1744567746,-28.85,0,Jammed
1744542213,-76.17,1,Normal
1744558733,-30.79,0,Jammed
1744564719,-68.05,1,Normal
1744567154,-91.39,0,Jammed
1744562224,-62.87,1,Normal
1744557469,-32.17,0,Jammed
1744557460,-98.63,0,Jammed
1744549061,-30.38,1,Jammed
1744544936,-53.45,1,Normal
1744551634,-100.36,0,Jammed
1744554809,-55.96,0,Normal
1744550933,-32.25,1,Jammed
1744559416,-29.27,0,Jammed
1744567903,-87.82,0,Jammed
1744570778,-31.36,0,Jammed
1744553314,-66.17,1,Normal
1744543785,-63.12,1,Normal
1744562387,-54.71,1,Normal
1744554140,-68.26,1,Normal
1744559716,-95.39,0,Jammed
1744562409,-55.75,1,Normal
1744544768,-62.12,1,Normal
1744555554,-60.47,1,Normal
1744571367,-29.59,0,Jammed
1744546538,-63.04,0,Normal
1744556273,-58.94,1,Normal
1744559941,-96.28,0,Jammed
1744552223,-51.05,1,Normal
1744571561,-96.11,0,Jammed
1744549796,-86.62,0,Jammed
1744565193,-59.85,1,Normal
1744566507,-64.95,1,Normal
1744567620,-30.71,0,Jammed
1744568923,-108.13,1,Jammed
1744563815,-44.59,1,Normal
1744548141,-28.49,0,Jammed
1744548178,-86.99,0,Jammed
1744561786,-63.92,1,Normal
1744562219,-60.02,1,Normal
1744561757,-59.84,1,Normal
1744544273,-72.13,1,Normal
1744551921,-63.1,1,Normal
1744566889,-29.47,0,Jammed
1744569014,-27.71,0,Jammed
1744564171,-57.6,0,Normal
1744571461,-94.23,0,Jammed
1744555082,-51.11,1,Normal
1744553063,-60.4,1,Normal
1744543500,-56.12,1,Normal
1744560590,-88.42,0,Jammed
1744566098,-60.38,1,Normal
1744554711,-64.93,1,Normal
1744563456,-52.29,0,Normal
1744562577,-53.84,1,Normal
1744568001,-84.98,0,Jammed
1744554900,-59.98,1,Normal
1744564746,-60.78,1,Normal
1744548279,-35.46,0,Jammed
1744544317,-58.74,1,Normal
1744558103,-91.59,1,Jammed
1744552252,-57.78,1,Normal
1744553579,-59.15,1,Normal
1744554043,-58.15,1,Normal
1744552176,-62.81,1,Normal
1744563107,-52.04,1,Normal
1744555212,-62.22,1,Normal
1744555186,-56.32,1,Normal
1744544195,-60.74,1,Normal
1744566684,-59.24,1,Normal
1744547086,-32.25,0,Jammed
1744548617,-30.27,0,Jammed
1744563144,-58.58,1,Normal
1744549709,-31.74,0,Jammed
1744558279,-79.86,0,Jammed
1744544542,-57.7,0,Normal
1744550330,-80.0,1,Jammed
1744554355,-62.74,1,Normal
1744569099,-30.39,0,Jammed
1744550455,-105.41,1,Jammed
1744551755,-58.01,1,Normal
1744552139,-61.97,1,Normal
1744569217,-86.52,0,Jammed
1744566530,-58.4,1,Normal
1744552573,-53.51,1,Normal
1744561234,-29.83,0,Jammed
1744545363,-59.48,1,Normal
1744569011,-90.47,0,Jammed
1744550334,-91.43,0,Jammed
1744559020,-89.4,0,Jammed
1744559026,-90.47,1,Jammed
1744562814,-59.25,1,Normal
1744549794,-95.82,0,Jammed
1744544067,-62.82,1,Normal
1744542859,-62.74,1,Normal
1744542867,-53.75,1,Normal
1744562074,-62.71,1,Normal
1744567610,-27.42,0,Jammed
1744555039,-61.55,1,Normal
1744565076,-64.12,1,Normal
1744562827,-57.55,1,Normal
1744545189,-52.84,1,Normal
1744542068,-68.57,1,Normal
1744549312,-87.88,0,Jammed
1744549554,-30.87,0,Jammed
1744546336,-61.37,1,Normal
1744564492,-60.0,1,Normal
1744564905,-57.41,0,Normal
1744559683,-29.75,0,Jammed
1744557645,-99.42,0,Jammed
1744562492,-55.39,1,Normal
1744553277,-59.59,1,Normal
